트랙포인트고유번호,부모트랙고유번호,트랙포인트정렬순서,트랙포인트경도,트랙포인트위도,트랙포인트해발고도,트랙포인트X좌표,트랙포인트Y좌표
27041607,20193338814,617,36.099004,128.325794,265.13,0,0
27041627,20193338814,628,36.098381,128.326665,289.99,0,0
27041637,20193338814,638,36.097764,128.327397,265.7,0,0
27041647,20193338814,648,36.097278,128.328261,328.07,0,0
27041657,20193338814,658,36.09698,128.329123,359.93,0,0
27041667,20193338814,668,36.096239,128.328883,399.66,0,0
27041677,20193338814,678,36.095453,128.32912,395.38,0,0
27041787,20193338814,704,36.093636,128.330097,453.13,0,0
27041797,20193338814,706,36.093497,128.330092,454.41,0,0
27041907,20193338814,729,36.092113,128.330859,527.24,0,0
27041917,20193338814,731,36.091962,128.330886,526.94,0,0
27041927,20193338814,733,36.091828,128.33094,548.94,0,0
27041937,20193338814,735,36.091699,128.330948,545.96,0,0
27041947,20193338814,737,36.091632,128.3308,504.59,0,0
27041957,20193338814,739,36.091552,128.330733,531.81,0,0
27041967,20193338814,741,36.091442,128.330579,479.8,0,0
27041977,20193338814,743,36.091416,128.330371,507.71,0,0
27041987,20193338814,745,36.09143,128.330178,546.19,0,0
27041997,20193338814,747,36.091393,128.329985,528.37,0,0
27042147,20193338814,778,36.0912,128.326926,551.21,0,0
27042157,20193338814,780,36.091216,128.326734,528.22,0,0
27042207,20193338814,790,36.091379,128.325916,561.79,0,0
27042217,20193338814,792,36.091327,128.325724,567.63,0,0
27042277,20193338814,803,36.091104,128.324692,543.91,0,0
27042287,20193338814,805,36.091104,128.324459,548.75,0,0
27042297,20193338814,807,36.091064,128.324251,509.66,0,0
27042317,20193338814,812,36.090913,128.323817,482.94,0,0
27042327,20193338814,822,36.091424,128.322982,518.62,0,0
27042337,20193338814,832,36.091733,128.321963,493.06,0,0
27042347,20193338814,842,36.091239,128.321099,480.47,0,0
27042357,20193338814,852,36.090754,128.320128,441.82,0,0
27042367,20193338814,862,36.090713,128.319008,474.17,0,0
27042377,20193338814,872,36.090056,128.318287,476.41,0,0
27042417,20193338814,888,36.088686,128.317449,481.37,0,0
27042447,20193338814,898,36.088549,128.316331,459.04,0,0
27042477,20193338814,908,36.089216,128.316041,450.47,0,0
27042507,20193338814,918,36.090134,128.316076,428.92,0,0
27042537,20193338814,928,36.090993,128.315898,402.12,0,0
27042577,20193338814,941,36.092139,128.316114,375.28,0,0
27042587,20193338814,944,36.092382,128.316015,364.04,0,0
27042607,20193338814,951,36.092973,128.315973,327.7,0,0
27042627,20193338814,958,36.093433,128.315727,339.44,0,0
27042657,20193338814,968,36.094059,128.316373,328.2,0,0
27042687,20193338814,978,36.094658,128.317195,311.42,0,0
27042717,20193338814,988,36.095302,128.318092,282.91,0,0
27042727,20193338814,991,36.095538,128.318308,286.12,0,0
27042777,20193338814,1008,36.096608,128.318919,259.84,0,0
27042797,20193338814,1015,36.097063,128.318601,240.07,0,0
27042827,20193338814,1025,36.097797,128.318999,232.98,0,0
27042857,20193338814,1039,36.099071,128.319296,230.1,0,0
27042867,20193338814,1049,36.100093,128.319499,212.9,0,0
27042877,20193338814,1059,36.10096,128.319768,209.26,0,0
27042887,20193338814,1069,36.101825,128.31943,185.7,0,0
27042897,20193338814,1075,36.102133,128.318823,174.7,0,0
27042917,20193338814,1082,36.102656,128.318145,171.64,0,0
27042927,20193338814,1085,36.102889,128.317935,179.63,0,0
27042957,20193338814,1095,36.103796,128.317529,157.57,0,0
27042987,20193338814,1105,36.104709,128.317106,153.6,0,0
27043017,20193338814,1115,36.10577,128.317206,149.33,0,0
27043047,20193338814,1125,36.106737,128.316639,146.67,0,0
27043077,20193338814,1135,36.107698,128.316687,143.56,0,0
27043107,20193338814,1145,36.108657,128.316382,134.54,0,0
27043137,20193338814,1155,36.109622,128.316759,136.93,0,0
27043167,20193338814,1165,36.1106,128.316583,126.26,0,0
27043197,20193338814,1175,36.111624,128.316316,119.57,0,0
27043227,20193338814,1185,36.112244,128.315762,115.38,0,0
27043257,20193338814,1195,36.112921,128.31517,114.23,0,0
27043267,20193338814,1198,36.11322,128.315189,117.45,0,0
27038668,20193338814,12,36.113844,128.315492,92.46,0,0
27038678,20193338814,22,36.114193,128.315461,111.73,0,0
27038688,20193338814,32,36.114895,128.316108,100.98,0,0
27038698,20193338814,42,36.115707,128.316616,111.19,0,0
27038708,20193338814,52,36.116501,128.31739,119.23,0,0
27038768,20193338814,73,36.11772,128.319187,98.05,0,0
27038778,20193338814,76,36.117855,128.31953,90.42,0,0
27038808,20193338814,86,36.118625,128.320202,119.64,0,0
27038848,20193338814,99,36.11979,128.319835,115.4,0,0
27038928,20193338814,117,36.120233,128.319998,99.74,0,0
27038938,20193338814,119,36.120405,128.319928,98.68,0,0
27038948,20193338814,121,36.120595,128.319895,98.08,0,0
27038958,20193338814,123,36.120777,128.319865,97.65,0,0
27038968,20193338814,125,36.120958,128.319972,97.08,0,0
27038988,20193338814,129,36.121151,128.320272,91.02,0,0
27038998,20193338814,131,36.121095,128.320503,94.21,0,0
27039008,20193338814,133,36.121119,128.320722,95.96,0,0
27039078,20193338814,147,36.122058,128.321803,87.17,0,0
27039488,20193338814,228,36.123956,128.329279,77.44,0,0
27039508,20193338814,232,36.124221,128.329472,57.36,0,0
27039568,20193338814,244,36.123389,128.329628,25.19,0,0
