,course_name,district,city_name1,length,height,hiking_road,uphill_road,downhill_road,level,level_1
80,홍은동골프연습장~홍은동산교회_코스,서울특별시,서대문,3228,180,1.8,0.5,0.9,21,easy
164,홍은동산교회_코스,서울특별시,서대문,3112,180,1.6,0.6,0.9,22,easy
165,홍은동산교회_코스,서울특별시,서대문,3112,180,1.61,0.7,0.8,22,easy
314,홍은동산교회~대한주택_코스,서울특별시,서대문,2867,180,1.37,0.7,0.8,23,easy
316,홍은동산교회~대한주택_코스,서울특별시,서대문,2857,180,1.26,0.8,0.8,23,easy
326,홍은동산교회~산골마을주거환경개선지구_코스,서울특별시,서대문,2746,180,1.45,0.7,0.6,23,easy
160,홍은동산교회~서대문노인전문요양센터_코스,서울특별시,서대문,3176,180,1.7,0.7,0.78,22,easy
719,홍은동산교회~서울시립은평병원_코스,서울특별시,서대문,2239,214,0.8,0.8,0.6,25,easy
488,홍은동산교회~서울시립은평청소년수련관_코스,서울특별시,서대문,2113,214,0.8,0.8,0.5,24,easy
723,홍은동산교회~서울시립은평청소년수련관_코스,서울특별시,서대문,2240,214,0.9,0.8,0.5,25,easy
323,홍은동산교회~석진아트빌라_코스,서울특별시,서대문,2378,180,0.9,0.7,0.78,23,easy
495,홍은동산교회~심택사_코스,서울특별시,서대문,2522,180,1,0.8,0.7,24,easy
317,홍은동산교회~아롱다롱이어린이집_코스,서울특별시,서대문,2750,180,1.35,0.7,0.7,23,easy
320,홍은동산교회~아롱다롱이어린이집_코스,서울특별시,서대문,2584,180,1.3,0.7,0.58,23,easy
157,홍은동산교회~현대 빌리지_코스,서울특별시,서대문,3288,180,1.7,0.7,0.89,22,easy
82,홍은동산교회~홍은동골프연습장_코스,서울특별시,서대문,3228,180,1.73,0.8,0.7,21,easy
9,홍은동산교회~홍은여자중학교산_코스,서울특별시,서대문,3202,180,1.9,0.7,0.6,20,easy
12,홍은여자중학교산~길상사_코스,서울특별시,서대문,1826,163,1.23,0.2,0.4,20,easy
76,홍은여자중학교산~명지고등학교_코스,서울특별시,서대문,2699,180,1.6,0.5,0.6,21,easy
14,홍은여자중학교산~서울시립은평병원_코스,서울특별시,서대문,1913,139,1.4,0.2,0.3,20,easy
75,홍은여자중학교산~서울시립은평청소년수련관_코스,서울특별시,서대문,1915,139,1.5,0.2,0.2,21,easy
6,홍은여자중학교산~홍은동산교회_코스,서울특별시,서대문,3202,180,1.9,0.4,0.9,20,easy
696,홍제천인공폭포~안산_코스,서울특별시,서대문,2988,269,0.79,1.3,0.9,25,easy
526,환희정사~덕산중학교_코스,서울특별시,은평구,1696,132,0.8,0.4,0.5,24,easy
96,환희정사~봉산_코스,서울특별시,은평구,2505,181,1.61,0.8,0.1,21,easy
21,환희정사~증산로13가길 35_코스,서울특별시,은평구,1448,142,0.75,0.2,0.5,20,easy
204,환희정사~증산로1길 26_코스,서울특별시,은평구,2032,142,1.33,0.4,0.3,22,easy
30,환희정사~증산체육공원_코스,서울특별시,은평구,1622,142,0.72,0.3,0.6,20,easy
223,환희정사~증산체육공원_코스,서울특별시,은평구,1538,142,0.74,0.2,0.6,22,easy
171,휘경중학교~배봉산 근린공원 1 개방화장실_코스,서울특별시,동대문,1202,92,0.5,0.3,0.4,22,easy
