"","course_name","district","city_name1","length","height","hiking_road","uphill_road","downhill_road","level","level_1"
"115","북한산성계곡~향로봉_코스","경기도","고양시",5797,496,3.6,2,0.2,22,"easy"
"116","성주중학교정문~거마산_코스","경기도","부천시",2346,198,1.25,1,0.1,22,"easy"
"117","춘덕산복숭아과원~부천상록학교_코스","경기도","부천시",1912,116,1.2,0.3,0.4,22,"easy"
"118","황금산_코스","경기도","남양주",1657,110,0.8,0.5,0.36,22,"easy"
"119","월문교사거리~적갑산_코스","경기도","남양주",6826,542,4.73,1.2,0.8,22,"easy"
"120","덕소등산로입구~철문봉_코스","경기도","남양주",6745,650,4.1,2.3,0.3,22,"easy"
"121","예수회수련원~오금산정상부근_코스","경기도","수원시",8788,334,4.5,1.69,2.5,23,"easy"
"122","예수회수련원~광교산(범봉)_코스","경기도","수원시",4126,334,2.23,0.9,0.9,23,"easy"
"123","홍천고등학교~광교산(시루봉)_코스","경기도","용인시",6219,543,2.72,2.8,0.7,23,"easy"
"124","동천더샵이스트포레~광교산둘레길_코스","경기도","용인시",10130,408,5.08,2.83,2.12,23,"easy"
"125","오금산정상부근~예수회수련원_코스","경기도","의왕시",8788,334,4.59,2.2,2,23,"easy"
"126","예수회수련원~광교산(범봉)_코스","경기도","수원시",4126,334,2.23,0.9,0.9,23,"easy"
"127","오금산정상부근~문암골입구_코스","경기도","의왕시",13497,334,6.03,3.45,4.02,23,"easy"
"128","법통사~광교산_코스","경기도","용인시",5017,543,2.22,2.4,0.4,23,"easy"
"129","홍천고등학교~광교산둘레길_코스","경기도","용인시",10272,408,4.87,2.86,2.55,23,"easy"
"130","예수회수련원~오금산정상부근_코스","경기도","수원시",8788,334,4.5,1.69,2.5,23,"easy"
"131","옹달산중턱~1급분당종합정비사업_코스","경기도","성남시",7405,315,3.9,0.9,1.8,23,"easy"
"132","수지풍덕자동차운전전문학원~광교산_코스","경기도","용인시",5538,543,2.94,2.4,0.2,23,"easy"
"133","송죽교~광교산둘레길_코스","경기도","수원시",5908,205,3.3,1,1.4,23,"easy"
"134","옹달산중턱~안산_코스","경기도","성남시",4434,315,2.3,0.9,0.9,23,"easy"
"135","궁백교회~안산_코스","경기도","성남시",3912,300,1.4,1.6,0.5,23,"easy"
"136","홍천고등학교~백운산_코스","경기도","용인시",9515,545,4.72,3.3,1.4,23,"easy"
"137","늘푸른마을입구~백운산_코스","경기도","용인시",8141,545,3.94,3,1.2,23,"easy"
"138","지구촌교회~광교산(시루봉)_코스","경기도","용인시",6032,543,2.73,2.6,0.7,23,"easy"
"139","동천더샵이스트포레~광교산둘레길_코스","경기도","용인시",10286,408,4.78,2.86,2.55,23,"easy"
"140","동천더샵이스트포레~광교산(시루봉)_코스","경기도","용인시",6216,543,2.72,2.9,0.6,23,"easy"
"141","홍천고등학교~광교산(시루봉)_코스","경기도","용인시",6219,543,2.72,2.8,0.7,23,"easy"
"142","수지풍덕자동차운전전문학원~광교산_코스","경기도","용인시",5538,543,2.94,2.4,0.2,23,"easy"
"143","궁안마을버스정류소~안산_코스","경기도","성남시",3809,300,1.11,1.6,0.7,23,"easy"
"144","수지성당삼거리~광교산둘레길_코스","경기도","용인시",10387,408,5.13,2.88,2.27,23,"easy"
"145","망치봉~광교산 반딧불이화장실_코스","경기도","의왕시",10813,334,5.18,2.38,3.13,23,"easy"
"146","모락산산림욕장위~백운사입구정류소_코스","경기도","의왕시",6226,363,3.33,1.6,1.2,23,"easy"
"147","예수회수련원~백운산_코스","경기도","수원시",5313,545,2.91,1.9,0.4,23,"easy"
"148","지구촌교회~광교산(시루봉)_코스","경기도","용인시",6032,543,2.73,2.6,0.7,23,"easy"
"149","동천더샵이스트포레~광교산(시루봉)_코스","경기도","용인시",6216,543,2.72,2.9,0.6,23,"easy"
"150","법통사~광교산_코스","경기도","용인시",5017,543,2.22,2.4,0.4,23,"easy"
"151","옹달산중턱~문래산_코스","경기도","성남시",5837,315,3.34,0.9,1,23,"easy"
"152","송죽교~광교산 반딧불이화장실_코스","경기도","수원시",3877,205,2.38,0.6,0.8,23,"easy"
"153","망치봉~광교산둘레길_코스","경기도","의왕시",12850,334,5.17,3.46,4.22,23,"easy"
"154","궁백교회~문래산_코스","경기도","성남시",5314,300,2.4,1.6,0.6,23,"easy"
"155","동천더샵이스트포레~광교산(시루봉)_코스","경기도","용인시",6061,543,2.66,2.7,0.7,23,"easy"
"156","오금산정상부근~예수회수련원_코스","경기도","의왕시",8788,334,4.59,2.2,2,23,"easy"
"157","예수회수련원~백운산중턱_코스","경기도","수원시",4088,334,2.1,0.8,1.09,23,"easy"
"158","궁안마을버스정류소~문래산_코스","경기도","성남시",5156,300,2.46,1.5,0.7,23,"easy"
"159","야쿠르트입구교차로~광교산둘레길_코스","경기도","의왕시",10490,334,5.19,2.29,2.81,23,"easy"
"160","예수회수련원~광교산 반딧불이화장실_코스","경기도","수원시",5951,268,2.95,1.1,1.9,23,"easy"
"161","오금산정상부근~문암골입구_코스","경기도","의왕시",13461,334,5.76,3.55,4.15,23,"easy"
"162","현진에버빌 시네하우스삼거리 버스정류장~대지산_코스","경기도","성남시",4574,319,2.27,1.7,0.6,23,"easy"
"163","이마트 버스정류장~대지산_코스","경기도","성남시",3624,316,1.72,1.5,0.4,23,"easy"
"164","불곡산~오양리양촌마을회관_코스","경기도","광주시",4701,318,2.4,0.7,1.6,23,"easy"
"165","한일인텔빌라~대지산_코스","경기도","성남시",4945,319,2.35,1.9,0.7,23,"easy"
"166","황금산_코스","경기도","남양주",1942,85,1.34,0.3,0.3,23,"easy"
"167","송산배수지테니스장~용현사_코스","경기도","의정부",1416,159,0.62,0.3,0.5,23,"easy"
"168","용현사~송산배수지테니스장_코스","경기도","의정부",1416,159,0.72,0.4,0.3,23,"easy"
"169","송산배수지테니스장~e편한세상추동공원_코스","경기도","의정부",1934,156,0.93,0.3,0.7,23,"easy"
"170","송산배수지테니스장~의정부초등학교 버스정류장_코스","경기도","의정부",2536,156,1.2,0.4,0.94,23,"easy"
"171","원미산산림욕장~부천상록학교_코스","경기도","부천시",2215,148,1.12,0.5,0.6,23,"easy"
"172","부천상록학교~원미산산림욕장_코스","경기도","부천시",2215,148,0.92,0.7,0.6,23,"easy"
"173","도정산~푸른물빛근린공원_코스","경기도","의정부",9836,301,5.44,2.2,2.2,23,"easy"
