"","course_name","district","city_name1","length","height","hiking_road","uphill_road","downhill_road","level"
"1327","모락산~장안말고개_코스","경기도","의왕시",12958,564,5.48,2.45,5.03,25
"1328","송죽교~광교산(범봉)_코스","경기도","수원시",5325,334,2.53,1.7,1.1,25
"1329","성복천~백운산중턱_코스","경기도","용인시",11166,544,4.33,3.55,3.29,25
"1330","송죽교~오금산정상부근_코스","경기도","수원시",9987,334,4.8,2.49,2.7,25
"1331","법통사~바라산_코스","경기도","용인시",9185,545,4.2,3.2,1.79,25
"1332","오금산정상부근~수지성당삼거리_코스","경기도","의왕시",16054,544,4.37,5.12,6.56,25
"1333","수지풍덕자동차운전전문학원~광교산(범봉)_코스","경기도","용인시",10361,544,4.39,3.09,2.88,25
"1334","응달산~바라산_코스","경기도","성남시",12120,451,5.1,3.15,3.87,25
"1335","수지성당삼거리~오금산정상부근_코스","경기도","용인시",16054,544,5.81,5.12,5.12,25
"1336","법통사~광교산(범봉)_코스","경기도","용인시",10183,544,4.33,3.03,2.83,25
"1337","오금산정상부근~수지풍덕자동차운전전문학원_코스","경기도","의왕시",15023,544,4.97,4.5,5.55,25
"1338","야쿠르트입구교차로~백운산중턱_코스","경기도","의왕시",1643,221,0.94,0.6,0.1,25
"1339","주사랑교회~바라산_코스","경기도","용인시",10577,451,4.62,2.31,3.65,25
"1340","지구촌교회~오금산정상부근_코스","경기도","용인시",15769,544,4.24,5.88,5.65,25
"1341","토월약수터위~오금산정상부근_코스","경기도","용인시",15024,544,4.07,4.95,6,25
"1342","오금산정상부근~수지성당삼거리_코스","경기도","의왕시",16054,544,4.37,5.12,6.56,25
"1343","동천더샵이스트포레~바라산_코스","경기도","용인시",10371,545,3.61,4.43,2.34,25
"1344","토월약수터위~광교산(범봉)_코스","경기도","용인시",10362,544,4.18,3.09,3.09,25
"1345","삼성쉐르빌~오금산정상부근_코스","경기도","용인시",16577,544,4.62,6.18,5.78,25
"1346","오금산정상부근~광교쉼터출발점_코스","경기도","의왕시",10365,334,4.39,2.68,3.19,25
"1347","늘푸른마을입구~모락산 약수터_코스","경기도","용인시",15054,564,4.7,5.55,4.8,25
"1348","성복천~안산_코스","경기도","용인시",21668,533,8.28,6.7,6.7,25
"1349","법통사~백운산중턱_코스","경기도","용인시",10714,544,4.07,3.32,3.32,25
"1350","홍천초등학교~바라산_코스","경기도","용인시",9873,545,4.1,3.3,2.47,25
"1351","수지풍덕자동차운전전문학원~오금산정상부근_코스","경기도","용인시",15023,544,4.22,5.1,5.7,25
"1352","늘푸른마을입구~모락산터널위_코스","경기도","용인시",14406,564,5.62,4.61,4.18,25
"1353","안양시립청계묘지관리사무소~안산_코스","경기도","의왕시",6888,360,2.79,2,1.9,25
"1354","송죽교~백운산_코스","경기도","수원시",6512,545,3.21,2.7,0.6,25
"1355","옹달산중턱~용인동천동우체국_코스","경기도","성남시",15870,451,7.18,4.27,4.42,25
"1356","지구촌교회~백운산중턱_코스","경기도","용인시",11069,544,4.07,3.41,3.59,25
"1357","홍천고등학교~문래산_코스","경기도","용인시",23127,533,9.5,7.16,6.47,25
"1358","오금산정상부근~광교산(시루봉)_코스","경기도","의왕시",9758,544,4.16,3.8,1.8,25
"1359","법통사~오금산정상부근_코스","경기도","용인시",14845,544,4.19,5.03,5.62,25
"1360","오금산정상부근~토월약수터위_코스","경기도","의왕시",15024,544,4.8,4.8,5.4,25
"1361","모락산터널위~늘푸른마을입구_코스","경기도","의왕시",14439,564,5.94,3.17,5.33,25
"1362","모락산산림욕장위~늘푸른마을입구_코스","경기도","의왕시",13866,564,4.97,3.73,5.17,25
"1363","바라산~주사랑교회_코스","경기도","의왕시",10577,451,5.36,3.26,1.97,25
"1364","수지성당삼거리~안산_코스","경기도","용인시",21763,533,7.44,7.38,6.94,25
"1365","모락산~늘푸른마을입구_코스","경기도","의왕시",12852,564,5.04,2.94,4.86,25
"1366","모락산 약수터~늘푸른마을입구_코스","경기도","의왕시",15054,564,4.35,4.5,6.2,25
"1367","늘푸른마을입구~오금산정상부근_코스","경기도","용인시",14756,544,4.32,5.29,5.15,25
"1368","오금산정상부근~광교쉼터출발점_코스","경기도","의왕시",10339,334,4.37,2.68,3.19,25
"1369","법통사~광교산(범봉)_코스","경기도","용인시",10183,544,4.33,3.03,2.83,25
"1370","바라산_코스","경기도","의왕시",10759,451,4.98,3.32,2.46,25
"1371","홍천고등학교~안산_코스","경기도","용인시",21724,533,7.81,6.51,7.38,25
"1372","오금산정상부근~조원천_코스","경기도","의왕시",10160,334,4.4,2.42,3.33,25
"1373","오금산정상부근~토월약수터위_코스","경기도","의왕시",15024,544,4.8,4.8,5.4,25
"1374","오금산정상부근~송죽교_코스","경기도","의왕시",9987,334,4.6,2.39,3,25
"1375","예수회수련원~백운산중턱_코스","경기도","수원시",4088,334,2,0.9,1.09,25
"1376","모락산터널위~늘푸른마을입구_코스","경기도","의왕시",14406,564,5.33,3.74,5.33,25
"1377","동천더샵이스트포레~백운산_코스","경기도","용인시",11613,545,3.73,5.45,2.44,25
"1378","삼성쉐르빌~광교산(범봉)_코스","경기도","용인시",11915,544,4.3,3.81,3.81,25
"1379","모락산~수루레미다리_코스","경기도","의왕시",9039,564,4.64,1.4,3,25
"1380","모락산산림욕장위~송죽교_코스","경기도","의왕시",12247,564,5.49,2.98,3.78,25
"1381","오금산정상부근~늘푸른마을입구_코스","경기도","의왕시",14756,544,4.56,4.56,5.64,25
"1382","성복천~광교산(범봉)_코스","경기도","용인시",11205,544,3.81,3.58,3.81,25
"1383","늘푸른마을입구~모락산산림욕장위_코스","경기도","용인시",13866,564,5.38,5.03,3.45,25
"1384","1급분당종합정비사업~바라산_코스","경기도","성남시",19375,451,8.18,6.37,4.63,25
"1385","바라산~이승석목갤러리_코스","경기도","의왕시",10385,451,4.53,3.3,2.56,25
"1386","서수지 톨게이트~광교산둘레길_코스","경기도","용인시",3718,266,1.1,1.3,1.2,25
"1387","늘푸른마을입구~모락산터널위_코스","경기도","용인시",14439,564,5.94,4.46,4.03,25
"1388","오금산정상부근~송죽교_코스","경기도","의왕시",9986,334,4.3,2.49,3.2,25
"1389","오금산정상부근~성지바위산_코스","경기도","의왕시",13050,544,3.82,4.55,4.68,25
"1390","응달산~이승석목갤러리_코스","경기도","성남시",11746,451,5.43,3.04,3.28,25
"1391","수지성당삼거리~문래산_코스","경기도","용인시",23165,533,8.61,7.85,6.7,25
"1392","응달산~수지성모요양원입구_코스","경기도","성남시",13687,451,6.12,3.81,3.76,25
"1393","오금산정상부근~백운산_코스","경기도","의왕시",8550,545,3.85,3.3,1.4,25
"1394","지구촌교회~바라산_코스","경기도","용인시",10209,545,4.09,3.77,2.35,25
"1395","3차 더힐즈 에피소드~문래산_코스","경기도","의왕시",8588,366,4,2.1,2.09,25
"1396","신봉마을6단지건너편~광교산둘레길_코스","경기도","용인시",7587,408,2.89,2.4,2.2,25
"1397","오금산정상부근~장수촌_코스","경기도","의왕시",10821,334,4.54,2.92,3.35,25
"1398","지구촌교회~광교산(범봉)_코스","경기도","용인시",11107,544,4.11,3.77,3.22,25
"1399","동천더샵이스트포레~백운산중턱_코스","경기도","용인시",11098,544,4.18,3.52,3.4,25
"1400","오금산정상부근~연화 유치원_코스","경기도","의왕시",11585,334,4.03,3.22,4.23,25
"1401","주사랑교회~발화산(우담산)_코스","경기도","용인시",8493,451,5.09,2.2,1.2,25
"1402","오금산정상부근~법항정사_코스","경기도","의왕시",12384,545,5.62,3.32,3.44,25
"1403","오금산정상부근~한철 약수터_코스","경기도","의왕시",8278,334,3.6,2.2,2.48,25
"1404","오금산정상부근~광교산(시루봉)_코스","경기도","의왕시",9757,544,4.26,3.7,1.8,25
"1405","오금산정상부근~지구촌교회_코스","경기도","의왕시",15769,544,5.25,4.87,5.65,25
"1406","수지성당삼거리~광교산(범봉)_코스","경기도","용인시",11392,544,4.5,3.5,3.39,25
"1407","오금산정상부근~고기리유원지앞_코스","경기도","의왕시",12372,545,5.54,3.32,3.52,25
"1408","송죽교~광교산(범봉)_코스","경기도","수원시",5325,334,2.53,1.7,1.1,25
"1409","성복천~광교산(범봉)_코스","경기도","용인시",11205,544,3.81,3.58,3.81,25
"1410","안양시립청계묘지관리사무소~문래산_코스","경기도","의왕시",8290,360,3.7,2,1.99,25
"1411","주안말사거리~백운산중턱_코스","경기도","수원시",6866,334,3.5,1.8,1.57,25
"1412","토월약수터위~백운산중턱_코스","경기도","용인시",10324,544,4.02,3.09,3.19,25
"1413","오금산정상부근~성복천_코스","경기도","의왕시",15867,544,5.44,4.42,6,25
"1414","응달산~주사랑교회_코스","경기도","성남시",11938,451,5.95,2.86,3.09,25
"1415","오금산정상부근~삼성쉐르빌_코스","경기도","의왕시",16577,544,5.28,5.28,6.02,25
"1416","수지풍덕자동차운전전문학원~광교산(범봉)_코스","경기도","용인시",10361,544,4.39,3.09,2.88,25
"1417","홍천고등학교~백운산중턱_코스","경기도","용인시",11239,544,4.07,3.7,3.47,25
"1418","지구촌교회~광교산(범봉)_코스","경기도","용인시",11107,544,4.11,3.77,3.22,25
"1419","성복천~오금산정상부근_코스","경기도","용인시",15867,544,4.9,5.44,5.53,25
"1420","토월약수터위~오금산정상부근_코스","경기도","용인시",15024,544,4.07,4.95,6,25
"1421","주안말사거리~백운산_코스","경기도","수원시",8092,545,4.49,2.9,0.7,25
"1422","주사랑교회~응달산_코스","경기도","용인시",11938,451,5.99,2.98,2.98,25
"1423","응봉~성지바위산_코스","경기도","용인시",8665,346,4.07,2.3,2.3,25
"1424","수지풍덕자동차운전전문학원~오금산정상부근_코스","경기도","용인시",15023,544,4.22,5.1,5.7,25
"1425","3차 더힐즈 에피소드~안산_코스","경기도","의왕시",7185,366,2.99,2.1,2,25
"1426","수지성당삼거리~광교산(범봉)_코스","경기도","용인시",11392,544,4.5,3.5,3.39,25
"1427","오금산정상부근~수지풍덕자동차운전전문학원_코스","경기도","의왕시",15023,544,4.97,4.5,5.55,25
"1428","앵봉산~해피리움 버스정류장_코스","경기도","고양시",1574,212,0.6,0.1,0.87,25
"1429","앵봉산~선일이비즈니스고등학교_코스","경기도","고양시",1660,212,0.46,0.2,1,25
"1430","선일이비즈니스고등학교~앵봉산_코스","서울특별시","은평구",1660,212,0.66,0.9,0.1,25
"1431","홍제천인공폭포~안산_코스","서울특별시","서대문",2988,269,0.79,1.3,0.9,25
"1432","금륜사~이화여자대학교산학협력관_코스","서울특별시","서대문",1275,172,0.58,0.3,0.4,25
"1433","이화여자대학교산학협력관~금륜사_코스","서울특별시","서대문",1275,172,0.68,0.2,0.4,25
"1434","세검정초등학교 버스정류장~북악산공원지킴이터_코스","서울특별시","종로구",4233,304,1.63,1.5,1.1,25
"1435","북악산공원지킴이터~세검정초등학교 버스정류장_코스","서울특별시","성북구",4233,304,1.6,1,1.6,25
"1436","세검정초등학교 버스정류장~북악산공원지킴이터_코스","서울특별시","종로구",4131,304,1.73,1.5,0.9,25
"1437","수락산당고개지구공원~수암사 도선사기점_코스","서울특별시","노원구",5452,269,2.5,1.6,1.3,25
"1438","수암사 도선사기점~수락산당고개지구공원_코스","서울특별시","노원구",5452,269,2.85,1.1,1.5,25
"1439","수락산당고개지구공원~귀임봉_코스","서울특별시","노원구",5593,269,2.6,1.59,1.3,25
"1440","해맞이동산~천화골든빌라_코스","서울특별시","종로구",824,131,0.32,0.2,0.3,25
"1441","천화골든빌라~해맞이동산_코스","서울특별시","종로구",824,131,0.12,0.4,0.3,25
"1442","구름산입구~광명시보건소_코스","경기도","광명시",2952,149,1.05,0.7,1.2,25
"1443","가학산~기형도 문학관 건너편_코스","경기도","광명시",2199,198,1,0.2,1,25
"1444","송광빌라~북한산생태공원앞_코스","서울특별시","은평구",1034,103,0.43,0.3,0.3,25
"1445","북한산생태공원앞_코스","서울특별시","은평구",614,89,0.4,0.1,0.1,25
"1446","북한산 캠핑장입구~은평소방서_코스","서울특별시","은평구",885,107,0.29,0.3,0.3,25
"1447","북한산생태공원앞_코스","서울특별시","은평구",614,89,0.3,0.1,0.2,25
"1448","북한산생태공원앞~은마뉴타운고마정센트럴빌2단지_코스","서울특별시","은평구",618,75,0.3,0.1,0.2,25
"1449","정수빌라~북한산 캠핑장입구_코스","서울특별시","은평구",709,100,0.3,0.2,0.2,25
"1450","북한산생태공원앞~송광빌라_코스","서울특별시","은평구",1034,103,0.33,0.3,0.4,25
"1451","은평소방서~북한산 캠핑장입구_코스","서울특별시","은평구",885,107,0.3,0.3,0.29,25
"1452","북한산 캠핑장입구~정수빌라_코스","서울특별시","은평구",709,100,0.2,0.2,0.3,25
"1453","북한산생태공원앞_코스","서울특별시","은평구",1050,103,0.55,0.3,0.2,25
"1454","은마뉴타운고마정센트럴빌2단지~북한산생태공원앞_코스","서울특별시","은평구",618,75,0.2,0.2,0.2,25
"1455","서울시립은평병원~홍은동산교회_코스","서울특별시","은평구",2239,214,0.7,0.6,0.9,25
"1456","홍은동산교회~서울시립은평병원_코스","서울특별시","서대문",2239,214,0.8,0.8,0.6,25
"1457","산골마을주거환경개선지구~길상사_코스","서울특별시","은평구",1404,163,0.6,0.5,0.3,25
"1458","서울시립은평청소년수련관~홍은동산교회_코스","서울특별시","은평구",2240,214,0.7,0.6,0.9,25
"1459","길상사~산골마을주거환경개선지구_코스","서울특별시","서대문",1404,163,0.4,0.6,0.4,25
"1460","홍은동산교회~서울시립은평청소년수련관_코스","서울특별시","서대문",2240,214,0.9,0.8,0.5,25
"1461","황룡산_코스","경기도","고양시",1844,85,1.14,0.2,0.5,25
"1462","황금산_코스","경기도","남양주",1777,63,1.3,0.3,0.18,25
"1463","e편한세상추동공원~송산배수지테니스장_코스","경기도","의정부",1763,156,0.86,0.6,0.3,25
"1464","송산배수지테니스장~e편한세상추동공원_코스","경기도","의정부",1763,156,0.76,0.3,0.7,25
"1465","춘덕산복숭아과원~부천상록학교_코스","경기도","부천시",2076,114,1.38,0.3,0.4,25
"1466","원미공원~춘덕산복숭아과원_코스","경기도","부천시",1778,114,1.08,0.4,0.3,25
"1467","부천동초교앞교차로~춘덕산복숭아과원_코스","경기도","부천시",2962,148,1.46,0.7,0.8,25
"1468","부천상록학교~춘덕산복숭아과원_코스","경기도","부천시",2076,114,1.28,0.5,0.3,25
"1469","춘덕산복숭아과원~부천동초교앞교차로_코스","경기도","부천시",2962,148,1.6,0.6,0.7,25
"1470","신동아빌라~서울구산초등학교_코스","서울특별시","은평구",4734,182,2.43,1.3,1,25
"1471","영진빌라~증산로13가길 35_코스","서울특별시","은평구",1426,135,0.23,0.6,0.6,25
"1472","은평중학교~증산체육공원_코스","서울특별시","은평구",4797,182,2,1.2,1.6,25
"1473","서울구산초등학교~영진빌라_코스","서울특별시","은평구",4628,182,2.13,1.1,1.4,25
"1474","증산로13가길 35~증산로1길 26_코스","서울특별시","은평구",1341,78,0.74,0.3,0.3,25
"1475","서울구산초등학교~신동아빌라_코스","서울특별시","은평구",4734,182,2.5,0.8,1.43,25
"1476","증산로1길 26~신동아빌라_코스","서울특별시","은평구",2193,138,1.5,0.3,0.39,25
"1477","숭실100주년기념관~덕산중학교_코스","서울특별시","은평구",1611,132,0.81,0.3,0.5,25
"1478","신사동 237-484~덕산중학교_코스","서울특별시","은평구",1744,132,0.64,0.6,0.5,25
"1479","신사동 237-484~덕산중학교_코스","서울특별시","은평구",1746,132,0.65,0.6,0.5,25
"1480","신사동 237-484~덕산중학교_코스","서울특별시","은평구",1740,132,0.84,0.5,0.4,25
"1481","증산로13가길 35~영진빌라_코스","서울특별시","은평구",1426,135,0.43,0.5,0.5,25
"1482","증산로1길 26~증산로13가길 35_코스","서울특별시","은평구",1341,78,1.04,0.1,0.2,25
"1483","신동아빌라~증산로1길 26_코스","서울특별시","은평구",2193,138,1.09,0.3,0.8,25
"1484","증산로13가길 35~은평종합사회복지관_코스","서울특별시","은평구",1077,78,0.4,0.3,0.38,25
"1485","녹원에버빌~서울구산초등학교_코스","서울특별시","은평구",4734,182,2.43,1.3,1,25
"1486","은평터널로9길 22~증산로1길 26_코스","서울특별시","은평구",2620,142,1,0.6,1,25
"1487","덕산중학교~신사동 237-484_코스","서울특별시","은평구",1740,132,0.9,0.4,0.44,25
"1488","증산체육공원_코스","서울특별시","은평구",673,86,0.2,0.3,0.17,25
"1489","봉산_코스","서울특별시","은평구",1666,138,0.77,0.3,0.6,25
"1490","증산로1길 26~은평터널로9길 22_코스","서울특별시","은평구",2620,142,1.42,0.7,0.5,25
"1491","증산체육공원~신동아빌라_코스","서울특별시","은평구",1877,138,0.78,0.6,0.5,25
"1492","덕산중학교~신사동 237-484_코스","서울특별시","은평구",1744,132,0.9,0.4,0.44,25
"1493","증산체육공원~영진빌라_코스","서울특별시","은평구",1509,135,0.4,0.5,0.6,25
"1494","덕산중학교~은평터널로9길 22_코스","서울특별시","은평구",1708,132,0.9,0.4,0.4,25
"1495","영진빌라~증산체육공원_코스","서울특별시","은평구",1509,135,0.4,0.5,0.6,25
"1496","영진빌라~서울구산초등학교_코스","서울특별시","은평구",4628,182,2.53,1.2,0.9,25
"1497","영진빌라~서울구산초등학교_코스","서울특별시","은평구",4667,182,2.57,1.2,0.9,25
"1498","남경하이츠빌라~봉산_코스","서울특별시","은평구",4041,182,2,1,1.04,25
"1499","증산체육공원_코스","서울특별시","은평구",673,86,0.2,0.2,0.27,25
"1500","증산체육공원~은평중학교_코스","서울특별시","은평구",4797,182,2.1,1.6,1.1,25
"1501","봉산~남경하이츠빌라_코스","서울특별시","은평구",4041,182,2.14,1,0.9,25
"1502","봉산~초원빌라_코스","서울특별시","은평구",2947,184,1.45,0.9,0.6,25
"1503","은평종합사회복지관~증산로13가길 35_코스","서울특별시","은평구",1077,78,0.58,0.3,0.2,25
"1504","서울구산초등학교~영진빌라_코스","서울특별시","은평구",4667,182,2.1,0.9,1.67,25
"1505","신동아빌라~증산체육공원_코스","서울특별시","은평구",1877,138,0.8,0.4,0.68,25
"1506","덕산중학교~신사동 237-484_코스","서울특별시","은평구",1746,132,0.95,0.4,0.4,25
"1507","덕산중학교~숭실100주년기념관_코스","서울특별시","은평구",1611,132,0.9,0.4,0.3,25
"1508","초원빌라~봉산_코스","서울특별시","은평구",2947,184,1.35,0.7,0.9,25
"1509","비단산 유아숲체험장~증산로17길 22_코스","서울특별시","은평구",256,43,0.06,0.1,0.1,25
"1510","은평터널로9길 22~덕산중학교_코스","서울특별시","은평구",1708,132,0.8,0.4,0.5,25
"1511","삼성산~관천교회_코스","경기도","안양시",6456,452,3.06,0.8,2.6,25
"1512","난향삼거리~지산공인중개사사무소_코스","서울특별시","관악구",7447,407,3.35,1.6,2.5,25
"1513","지산공인중개사사무소~미성빌라_코스","경기도","안양시",9956,407,4.66,2.8,2.5,25
"1514","산채 고을~비산 누룽지 백숙_코스","경기도","안양시",1277,125,0.48,0.3,0.5,25
"1515","지산공인중개사사무소~난향삼거리_코스","경기도","안양시",7447,407,3.25,2.5,1.7,25
"1516","금천구민문화체육센터~돌산_코스","서울특별시","금천구",5281,297,2.28,1.7,1.3,25
"1517","삼성산 중턱~길현천_코스","경기도","안양시",7774,448,4.17,1.6,1.9,25
"1518","삼성산 중턱~함평한우촌_코스","경기도","안양시",2316,119,1.32,0.5,0.5,25
"1519","난향삼거리~독산배드민턴체육관_코스","서울특별시","관악구",2666,204,1.4,0.3,0.97,25
"1520","우면산~선바위미술관위_코스","서울특별시","서초구",3468,247,2.1,0.2,1.17,25
"1521","삼성산국기대~미성빌라_코스","경기도","안양시",6826,441,2.8,0.8,3.2,25
"1522","미성빌라~삼성산_코스","서울특별시","금천구",6350,452,2.5,3.15,0.7,25
"1523","돌산~삼성산국기대_코스","서울특별시","관악구",3692,441,1.39,1.8,0.5,25
"1524","난향삼거리~삼성산국기대_코스","서울특별시","관악구",4318,441,2.22,1.6,0.5,25
"1525","민주동산(국기대)~관천교회_코스","서울특별시","관악구",4246,373,2.35,0.2,1.7,25
"1526","함평한우촌~삼성산 중턱_코스","경기도","안양시",2315,119,1.42,0.4,0.5,25
"1527","단군 어린이공원~돌산(국기대)_코스","서울특별시","금천구",4648,297,1.85,1.7,1.1,25
"1528","돌산(국기대)~한우리 어린이집_코스","서울특별시","관악구",5485,297,2.79,0.8,1.9,25
"1529","삼성산국기대~돌산(국기대)_코스","경기도","안양시",4476,441,1.98,0.5,2,25
"1530","미성빌라~지산공인중개사사무소_코스","서울특별시","금천구",9956,407,4.1,3,2.86,25
"1531","엠튜유니켐~우면산_코스","경기도","과천시",3684,247,1.98,1.4,0.3,25
"1532","돌산(국기대)~단군 어린이공원_코스","서울특별시","관악구",4648,297,2.25,0.8,1.6,25
"1533","삼성산국기대~금천구민문화체육센터_코스","경기도","안양시",6262,441,2.66,0.8,2.8,25
"1534","장군봉~돌산_코스","서울특별시","관악구",1437,396,0.4,0.04,1,25
"1535","돌산(국기대)~안양해솔학교앞_코스","서울특별시","관악구",5752,396,2.45,1.1,2.2,25
"1536","서울대입구매표소출발점~독산배드민턴체육관_코스","서울특별시","관악구",6426,297,2.43,2.2,1.8,25
"1537","독산배드민턴체육관~서울대입구매표소출발점_코스","서울특별시","금천구",6426,297,2.53,1.7,2.2,25
"1538","지산공인중개사사무소~관천교회_코스","경기도","안양시",10060,407,4.86,2.8,2.4,25
"1539","관천교회~민주동산(국기대)_코스","서울특별시","관악구",4246,373,2.15,1.8,0.3,25
"1540","미성빌라~삼성산국기대_코스","서울특별시","금천구",6826,441,2.93,3.1,0.8,25
"1541","돌산~난향삼거리_코스","서울특별시","관악구",3337,297,1.14,1.1,1.1,25
"1542","관천교회~민주동산(국기대)_코스","서울특별시","관악구",4239,373,2.14,1.8,0.3,25
"1543","관양고등학교~지산공인중개사사무소_코스","경기도","안양시",8600,425,4.4,2.2,1.9,25
"1544","한우리 어린이집~돌산(국기대)_코스","서울특별시","금천구",5485,297,2.59,1.8,1.1,25
"1545","돌산(국기대)~삼성산국기대_코스","서울특별시","관악구",4476,441,1.78,2.1,0.6,25
"1546","길현천~삼성산 중턱_코스","경기도","안양시",7774,448,4.07,1.8,1.9,25
"1547","대잔디원~삼성산 중턱_코스","경기도","안양시",2506,205,1.4,0.3,0.8,25
"1548","삼성산국기대~난향삼거리_코스","경기도","안양시",4318,441,1.8,0.6,1.9,25
"1549","관천교회~민주동산(국기대)_코스","서울특별시","관악구",4246,373,2.15,1.8,0.3,25
"1550","돌산(국기대)~안양해솔학교앞_코스","서울특별시","관악구",5752,396,2.45,1.1,2.2,25
"1551","돌산~금천구민문화체육센터_코스","서울특별시","관악구",5281,297,2.08,1.4,1.8,25
"1552","금천구민문화체육센터~지산공인중개사사무소_코스","서울특별시","금천구",9390,407,3.9,2.6,2.89,25
"1553","우면산~엠튜유니켐_코스","서울특별시","서초구",3684,247,2.18,0.2,1.3,25
"1554","돌산(국기대)~단군 어린이공원_코스","서울특별시","관악구",4648,297,2.25,0.8,1.6,25
"1555","삼성산국기대~관천교회_코스","경기도","안양시",6932,441,3.23,0.8,2.9,25
"1556","한우리 어린이집~돌산(국기대)_코스","서울특별시","금천구",5485,297,2.59,1.8,1.1,25
"1557","비산 누룽지 백숙~산채 고을_코스","경기도","안양시",1277,125,0.6,0.3,0.38,25
"1558","삼성산~미성빌라_코스","경기도","안양시",6350,452,2.85,0.8,2.7,25
"1559","안양해솔학교앞~돌산(국기대)_코스","경기도","안양시",5752,396,2.55,2,1.2,25
"1560","지산공인중개사사무소~관양고등학교_코스","경기도","안양시",8600,425,4.3,1.8,2.5,25
"1561","난향삼거리~돌산_코스","서울특별시","관악구",3337,297,1.4,0.94,1,25
"1562","지산공인중개사사무소~동편휴먼시아1단지110동_코스","경기도","안양시",8545,425,4.35,1.8,2.4,25
"1563","관천교회~지산공인중개사사무소_코스","서울특별시","관악구",10060,407,4.3,2.9,2.86,25
"1564","민주동산(국기대)~관천교회_코스","서울특별시","관악구",4239,373,2.14,0.2,1.9,25
"1565","관천교회~삼성산_코스","서울특별시","관악구",6456,452,2.9,2.86,0.7,25
"1566","단군 어린이공원~돌산(국기대)_코스","서울특별시","금천구",4648,297,1.85,1.7,1.1,25
"1567","민주동산(국기대)~관천교회_코스","서울특별시","관악구",4246,373,2.35,0.2,1.7,25
"1568","선바위미술관위~우면산_코스","경기도","과천시",3468,247,2.07,1,0.4,25
"1569","독산배드민턴체육관~난향삼거리_코스","서울특별시","금천구",2666,204,1.47,0.7,0.5,25
"1570","삼성산국기대~돌산(국기대)_코스","경기도","안양시",4476,441,1.98,0.5,2,25
"1571","삼성산국기대~돌산_코스","경기도","안양시",3692,441,1.39,0.6,1.7,25
"1572","안양해솔학교앞~돌산(국기대)_코스","경기도","안양시",5752,396,2.55,2,1.2,25
"1573","돌산(국기대)~한우리 어린이집_코스","서울특별시","관악구",5485,297,2.79,0.8,1.9,25
"1574","관천교회~삼성산국기대_코스","서울특별시","관악구",6932,441,3.33,2.8,0.8,25
"1575","금천구민문화체육센터~삼성산국기대_코스","서울특별시","금천구",6262,441,2.86,2.6,0.8,25
"1576","삼성산 중턱~대잔디원_코스","경기도","안양시",2507,205,1.3,0.7,0.5,25
"1577","동편휴먼시아1단지110동~지산공인중개사사무소_코스","경기도","안양시",8545,425,4.75,2.1,1.7,25
"1578","동의초등학교~아차산_코스","서울특별시","광진구",1893,274,0.79,1,0.1,25
"1579","아차산~동의초등학교_코스","경기도","구리시",1893,274,0.6,0.1,1.19,25
"1580","아치울마을 버스정류장~아차산성 유원지_코스","경기도","구리시",5758,300,3.3,1.1,1.36,25
"1581","아차산성 유원지~아치울마을 버스정류장_코스","서울특별시","광진구",5758,300,3.36,1.3,1.1,25
"1582","청계산(망경대)~독정이골_코스","경기도","과천시",5920,603,2.8,0.6,2.5,25
"1583","청계산옛골 마을버스정류장~인덕원역 1번출구_코스","경기도","성남시",11104,572,4.44,3.22,3.44,25
"1584","과천센트럴파크푸르지오써밋~청계산숲자람터_코스","경기도","과천시",7122,392,3.22,1.8,2.1,25
"1585","옥박골사거리~청계산(망경대)_코스","경기도","의왕시",6514,603,2.61,2.9,0.9,25
"1586","청계산옛골 마을버스정류장~발도르프학교 마을버스정류장_코스","경기도","성남시",7597,552,3.3,2.2,2,25
"1587","석기봉~청계산옛골 마을버스정류장_코스","경기도","과천시",4393,588,1.3,0.2,2.89,25
"1588","굴바위산~과천센트럴파크푸르지오써밋_코스","서울특별시","서초구",6556,380,3.06,1.4,2.1,25
"1589","과천센트럴파크푸르지오써밋~청계산(망경대)_코스","경기도","과천시",6254,603,2.6,2.9,0.75,25
"1590","인덕원역 1번출구~청계산옛골 마을버스정류장_코스","경기도","안양시",11133,572,4.7,3.11,3.33,25
"1591","인덕원역 1번출구~청계산옛골 마을버스정류장_코스","경기도","안양시",11138,572,4.7,3.11,3.33,25
"1592","청계산옛골 마을버스정류장~석기봉_코스","경기도","성남시",4426,588,1.83,2.5,0.1,25
"1593","청계산기도원~관문초등학교_코스","서울특별시","서초구",6160,412,3.46,1.1,1.6,25
"1594","청계산옛골 마을버스정류장~인덕원역 1번출구_코스","경기도","성남시",11133,572,4.36,3.11,3.66,25
"1595","청계산(망경대)~과천센트럴파크푸르지오써밋_코스","경기도","과천시",6254,603,2.35,0.8,3.1,25
"1596","발도르프학교 마을버스정류장~청계산옛골 마을버스정류장_코스","경기도","의왕시",7597,552,3.1,2.1,2.4,25
"1597","인덕원역 1번출구~청계산옛골 마을버스정류장_코스","경기도","안양시",11104,572,4.77,3.11,3.22,25
"1598","청계4통경로당~청계산옛골 마을버스정류장_코스","경기도","의왕시",7564,552,3.1,1.9,2.46,25
"1599","과천센트럴파크푸르지오써밋~청계산 원터골 버스정류장_코스","경기도","과천시",7603,392,3.7,1.9,2,25
